departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,prioridad
Santander,Páramo,Andina,Rural dispersa,1294,945,191,130,34,58,37.1,53.89,Regular,Terrestre,1,0,0,78.48,46.67,1,96,0,177,1,30.58,Regular,Seca,0.24,0.42,ALTA
Tolima,Ibagué,Andina,Rural dispersa,1126,375,79,62,11,20,24.96,51.71,Bueno,Terrestre,1,0,0,65.07,47.39,1,47,0,136,0,42.68,Buena,Lluvias,0.42,0.41,ALTA
Antioquia,Valparaíso,Andina,Rural dispersa,1508,271,29,23,13,8,35.75,70.64,Bueno,Terrestre,0,0,0,83.29,89.93,0,36,0,63,1,11.78,Regular,Lluvias,0.14,0.47,BAJA
Caquetá,San José del Fragua,Amazonía,Indígena,451,604,50,92,21,35,58.56,123.63,Difícil,Fluvial,0,0,0,64.48,78.29,1,93,0,530,3,65.1,Baja,Seca,0.44,0.2,CRÍTICA
Casanare,Maní,Orinoquía,Indígena,408,245,42,32,6,16,23.71,52.28,Regular,No disponible,0,0,0,84.32,91.92,0,41,0,223,0,37.67,Baja,Transición,0.37,0.0,ALTA
Nariño,Iles,Andina,Rural,2082,213,41,34,10,16,67.56,89.76,Difícil,Terrestre + 4x4,1,0,0,72.39,49.52,0,9,0,470,2,30.3,Buena,Transición,0.27,0.55,ALTA
Cauca,Mercaderes,Andina,Rural dispersa,1588,106,10,7,2,1,9.75,14.84,Difícil,No disponible,1,0,1,97.39,56.06,1,5,0,192,0,31.02,Baja,Transición,0.35,0.47,BAJA
Cundinamarca,Puerto Salgar,Andina,Rural dispersa,3038,558,113,44,22,6,27.15,48.93,Bueno,Terrestre,1,0,0,73.34,81.15,1,89,0,52,0,33.93,Regular,Lluvias,0.28,0.49,MEDIA
Huila,Íquira,Andina,Rural dispersa,1056,394,73,53,19,20,142.4,485.24,Regular,Terrestre + 4x4,0,0,0,84.85,57.44,1,42,1,13,1,36.07,Buena,Lluvias,0.36,0.36,ALTA
Santander,El Carmen de Chucurí,Andina,Afrodescendiente,1141,625,107,90,11,46,16.87,20.73,Regular,Limitado,0,1,1,81.97,71.22,0,66,0,6,4,37.55,Baja,Transición,0.38,0.56,BAJA
Cundinamarca,Chocontá,Andina,Campesina,2756,176,14,26,4,7,29.55,33.02,Regular,Limitado,0,0,0,77.27,74.0,0,22,0,49,0,25.65,Sin conexión,Seca,0.29,0.48,MEDIA
Caquetá,San José del Fragua,Amazonía,Rural dispersa,325,526,63,42,5,16,25.57,89.35,Difícil,Fluvial,0,0,0,63.98,58.13,0,67,0,92,0,57.98,Sin conexión,Transición,0.32,0.25,MEDIA
Santander,San Benito,Andina,Rural,1066,85,8,6,1,3,35.13,46.17,Regular,No disponible,1,1,0,83.73,78.06,0,7,0,116,3,35.17,Buena,Transición,0.29,0.43,MEDIA
Cundinamarca,Cota,Andina,Rural,2796,200,27,27,6,2,32.63,59.39,Bueno,Limitado,1,1,0,54.12,54.56,1,9,0,247,4,25.48,Sin conexión,Transición,0.21,0.38,MEDIA
Nariño,Yacuanquer,Andina,Indígena,2726,405,37,54,8,23,84.91,298.04,Difícil,Terrestre,0,0,0,77.42,73.48,2,62,0,231,2,45.6,Buena,Transición,0.26,0.59,CRÍTICA
Santander,Curití,Andina,Indígena,1478,212,30,24,7,5,58.36,78.8,Difícil,Limitado,0,0,0,86.42,88.5,0,31,0,241,1,57.56,Sin conexión,Lluvias,0.3,0.43,CRÍTICA
Cesar,La Paz,Caribe,Rural,234,79,6,7,1,1,20.0,43.77,Regular,Terrestre,1,1,0,81.63,62.09,1,3,1,67,2,36.68,Baja,Transición,0.33,0.32,BAJA
Tolima,Chaparral,Andina,Rural dispersa,910,189,33,26,4,9,53.94,81.96,Difícil,Terrestre,1,1,0,86.42,98.0,0,11,0,70,1,41.14,Baja,Transición,0.52,0.61,MEDIA
Boyacá,Jericó,Andina,Rural dispersa,2782,128,11,17,4,5,2.95,10.53,Bueno,Terrestre + 4x4,1,0,1,68.04,71.66,0,6,0,418,2,39.81,Baja,Lluvias,0.17,0.55,BAJA
Tolima,Armero,Andina,Rural,702,254,48,20,12,13,53.85,61.29,Bueno,Terrestre,1,0,0,86.09,73.26,0,35,0,113,3,26.03,Buena,Transición,0.42,0.53,MEDIA
Atlántico,Suán,Caribe,Rural dispersa,63,1084,183,68,49,80,55.14,115.97,Bueno,Terrestre,1,0,0,68.22,65.22,5,53,0,123,3,39.48,Sin conexión,Seca,0.45,0.04,ALTA
Caldas,Riosucio,Andina,Afrodescendiente,2047,92,10,7,1,1,58.97,145.84,Regular,Limitado,1,0,0,56.74,69.94,1,9,0,73,2,34.5,Buena,Seca,0.25,0.62,ALTA
La Guajira,Uribia,Caribe,Indígena,62,411,44,34,14,25,37.9,70.5,Regular,Fluvial + Terrestre,1,0,0,77.29,62.73,2,28,0,3,4,32.59,Buena,Seca,0.27,0.01,MEDIA
Antioquia,Frontino,Andina,Campesina,1909,845,132,64,39,24,74.79,171.77,Regular,Terrestre,1,1,0,81.58,78.55,3,135,1,196,2,50.4,Regular,Transición,0.2,0.5,CRÍTICA
Caldas,Palestina,Andina,Rural dispersa,2311,606,79,88,22,8,23.55,50.3,Regular,Terrestre,0,0,0,86.63,75.17,2,53,0,218,3,19.83,Regular,Seca,0.19,0.5,ALTA
Antioquia,Támesis,Andina,Rural,1847,1350,140,85,46,106,23.14,65.33,Difícil,Terrestre + 4x4,1,0,0,76.1,51.43,9,169,0,396,1,49.89,Buena,Seca,0.31,0.53,CRÍTICA
Cauca,Piendamó,Andina,Indígena,1838,137,29,23,2,7,76.12,118.27,Difícil,Limitado,0,0,0,91.44,68.36,0,16,0,77,1,2.0,Buena,Lluvias,0.23,0.48,ALTA
Antioquia,San José de la Montaña,Andina,Campesina,1377,445,73,28,16,11,1.29,2.15,Regular,Terrestre + 4x4,0,0,1,71.94,44.36,2,43,0,110,0,65.44,Baja,Lluvias,0.32,0.34,BAJA
Cesar,Aguachica,Caribe,Rural dispersa,230,115,20,12,5,5,9.07,21.59,Difícil,Terrestre,0,0,1,96.78,73.34,2,13,0,696,1,31.02,Buena,Transición,0.32,0.39,MEDIA
Magdalena,Concordia,Caribe,Rural,56,416,84,54,14,12,24.03,34.96,Regular,Limitado,1,1,0,78.5,83.32,0,35,0,43,1,16.57,Buena,Lluvias,0.46,0.47,MEDIA
Boyacá,Santana,Andina,Campesina,2335,254,46,28,9,9,34.67,91.42,Difícil,Limitado,1,0,0,46.43,54.37,0,20,0,390,1,75.67,Buena,Lluvias,0.07,0.57,CRÍTICA
Valle del Cauca,Palmira,Andina,Afrodescendiente,1884,954,146,89,29,53,23.9,43.67,Regular,Terrestre,1,0,0,82.77,37.94,2,119,0,0,1,21.41,Baja,Seca,0.42,0.31,MEDIA
Cundinamarca,Pandi,Andina,Campesina,3115,252,41,34,6,18,44.45,109.4,Bueno,Terrestre,1,1,0,98.0,35.04,1,26,0,131,1,34.58,Buena,Seca,0.36,0.52,CRÍTICA
Antioquia,Medellín,Andina,Rural,2177,66,7,6,2,1,22.47,25.95,Bueno,Terrestre + 4x4,1,1,0,87.05,63.72,2,6,0,111,3,46.04,Sin conexión,Transición,0.26,0.49,MEDIA
Santander,La Belleza,Andina,Rural,1119,454,50,40,12,15,31.2,53.21,Difícil,Limitado,0,0,0,95.62,67.93,0,65,0,161,2,41.68,Buena,Seca,0.5,0.49,MEDIA
Putumayo,San Miguel,Amazonía,Rural dispersa,1284,491,83,59,20,30,63.91,164.8,Difícil,No disponible,0,0,0,69.83,45.73,1,32,0,41,0,41.99,Sin conexión,Transición,0.39,0.42,ALTA
Boyacá,Tópaga,Andina,Rural dispersa,1902,443,62,67,13,4,13.36,27.66,Regular,Terrestre,0,0,0,86.7,71.56,0,33,0,35,1,21.09,Regular,Seca,0.28,0.61,BAJA
Antioquia,Barbosa,Andina,Rural,1714,145,14,16,2,3,22.38,28.8,Muy difícil,Terrestre,1,1,0,72.28,67.62,1,13,0,69,0,45.02,Regular,Lluvias,0.27,0.47,BAJA
La Guajira,Fonseca,Caribe,Rural,138,323,38,52,10,24,23.98,37.29,Regular,Terrestre,0,1,0,80.77,70.64,2,41,0,58,2,43.84,Baja,Transición,0.28,0.03,MEDIA
Cauca,Sotará,Andina,Indígena,1534,296,58,22,5,15,38.98,63.5,Muy difícil,Terrestre,0,0,0,57.61,53.54,3,21,0,730,0,47.89,Regular,Lluvias,0.19,0.63,CRÍTICA
Cauca,Puracé,Andina,Afrodescendiente,1815,365,59,24,17,14,78.48,245.27,Difícil,Terrestre + 4x4,0,0,0,72.96,31.33,2,18,0,195,1,42.49,Sin conexión,Seca,0.17,0.51,CRÍTICA
Boyacá,Firavitoba,Andina,Rural dispersa,2388,244,21,15,8,4,33.32,39.49,Regular,Terrestre + 4x4,0,0,0,66.63,69.12,0,25,0,687,0,31.59,Buena,Transición,0.25,0.54,MEDIA
Putumayo,San Francisco,Amazonía,Afrodescendiente,1208,192,31,31,7,12,50.17,258.82,Muy difícil,Limitado,1,0,0,51.49,67.03,0,24,0,424,1,64.59,Sin conexión,Seca,0.46,0.53,CRÍTICA
Norte de Santander,La Playa de Belén,Andina,Rural,1406,187,29,22,8,13,14.3,16.01,Regular,Terrestre,1,0,1,80.32,83.74,0,13,0,176,1,55.7,Buena,Lluvias,0.38,0.44,BAJA
Cundinamarca,Lenguazaque,Andina,Rural dispersa,2912,335,29,59,3,19,26.15,43.77,Bueno,No disponible,0,0,0,63.25,66.87,1,52,0,51,1,28.77,Buena,Lluvias,0.31,0.48,MEDIA
Sucre,Caimito,Caribe,Rural,0,112,17,12,2,7,46.07,53.85,Regular,No disponible,1,1,0,60.28,47.56,0,5,0,139,1,51.53,Baja,Seca,0.52,0.05,ALTA
Arauca,Saravena,Orinoquía,Rural dispersa,336,175,22,28,6,11,32.74,37.67,Bueno,Terrestre,1,0,0,77.51,49.49,0,17,1,25,2,51.98,Regular,Seca,0.3,0.2,MEDIA
Huila,Rivera,Andina,Rural,1080,333,49,42,14,10,4.45,8.17,Bueno,Terrestre,1,0,1,58.21,77.21,0,21,1,16,1,25.16,Baja,Lluvias,0.33,0.5,MEDIA
Chocó,Sipí,Pacífica,Rural,146,521,58,70,15,17,33.05,171.72,Muy difícil,Fluvial,0,1,0,65.51,25.92,1,50,0,376,1,59.36,Sin conexión,Lluvias,0.67,0.36,CRÍTICA
Tolima,Purificación,Andina,Rural dispersa,677,50,5,4,2,3,26.35,44.14,Muy difícil,Motocicleta,1,0,0,71.75,65.81,1,6,0,152,1,50.66,Baja,Transición,0.22,0.41,ALTA
Huila,Palestina,Andina,Campesina,948,66,8,7,2,2,20.22,31.15,Difícil,Limitado,0,1,0,60.54,57.3,0,10,1,72,0,41.96,Regular,Seca,0.36,0.44,ALTA
Cundinamarca,Chía,Andina,Rural dispersa,2224,130,16,7,5,7,78.44,174.24,Difícil,No disponible,0,0,0,87.85,94.56,1,16,0,730,0,45.81,Buena,Lluvias,0.21,0.44,CRÍTICA
Quindío,Buenavista,Andina,Rural dispersa,1215,924,83,58,30,42,34.4,56.36,Bueno,Terrestre,0,0,0,70.66,77.72,1,55,0,510,4,66.39,Buena,Transición,0.23,0.42,MEDIA
Sucre,Morroa,Caribe,Rural dispersa,114,173,22,25,7,8,50.06,189.4,Regular,Terrestre,0,0,0,72.21,71.4,1,28,0,53,2,66.71,Sin conexión,Transición,0.53,0.07,ALTA
Antioquia,Chigorodó,Andina,Rural dispersa,2152,453,60,39,8,7,40.76,131.84,Bueno,Motocicleta,1,0,0,83.92,68.76,2,55,0,42,1,73.45,Baja,Transición,0.14,0.42,MEDIA
La Guajira,Villanueva,Caribe,Campesina,194,444,42,24,16,4,72.27,226.88,Difícil,Limitado,0,1,0,70.64,63.49,0,23,0,70,0,36.37,Buena,Transición,0.45,0.07,ALTA
Cundinamarca,Girardot,Andina,Rural dispersa,2429,687,123,93,11,19,21.39,26.81,Bueno,Limitado,0,0,0,76.96,69.21,2,34,0,199,3,61.88,Regular,Transición,0.32,0.49,ALTA
Risaralda,Quinchía,Andina,Indígena,1819,174,30,10,2,5,49.87,93.18,Difícil,No disponible,0,0,0,80.51,66.8,0,27,0,578,1,33.55,Buena,Seca,0.34,0.45,ALTA
Cundinamarca,Une,Andina,Rural dispersa,2566,382,36,52,13,17,38.78,53.5,Difícil,Limitado,0,0,0,81.28,47.36,0,28,0,86,0,52.48,Buena,Transición,0.23,0.54,MEDIA
Chocó,San José del Palmar,Pacífica,Rural dispersa,228,135,25,22,5,3,15.03,43.86,Bueno,Fluvial,1,0,0,66.42,46.27,0,11,0,151,1,54.92,Regular,Lluvias,0.58,0.37,MEDIA
Valle del Cauca,Yotoco,Andina,Indígena,1901,474,38,37,5,4,30.95,57.64,Muy difícil,No disponible,0,0,0,65.83,72.32,1,59,0,730,0,26.95,Regular,Transición,0.44,0.4,ALTA
Cundinamarca,San Francisco,Andina,Rural,3036,289,54,44,11,19,38.86,84.82,Bueno,Limitado,1,1,0,69.12,68.09,2,16,0,61,3,32.57,Baja,Seca,0.31,0.54,ALTA
Sucre,San Juan de Betulia,Caribe,Indígena,75,408,85,40,12,30,33.48,46.17,Regular,Terrestre,0,0,0,64.18,60.27,1,36,0,42,2,15.75,Regular,Lluvias,0.41,0.14,MEDIA
Cundinamarca,Cáqueza,Andina,Rural,2142,722,141,122,21,49,27.21,40.38,Regular,Motocicleta,0,0,0,70.44,60.23,2,88,0,32,2,32.02,Buena,Lluvias,0.25,0.46,MEDIA
Cesar,Manaure Balcón del Cesar,Caribe,Rural dispersa,226,180,14,25,2,9,14.4,43.93,Difícil,No disponible,0,1,1,85.78,60.86,0,30,1,141,1,49.78,Baja,Lluvias,0.33,0.3,ALTA
Atlántico,Usiacurí,Caribe,Campesina,0,50,7,4,2,1,12.83,34.49,Bueno,Terrestre,1,0,1,65.55,89.12,0,3,0,42,2,55.5,Regular,Lluvias,0.41,0.0,BAJA
Norte de Santander,Convención,Andina,Indígena,1654,345,56,51,3,16,35.13,67.69,Regular,Terrestre,1,0,0,59.4,93.45,1,31,0,89,3,38.79,Regular,Lluvias,0.18,0.65,MEDIA
Arauca,Arauquita,Orinoquía,Indígena,336,236,25,28,3,5,23.83,32.58,Muy difícil,Terrestre,1,0,0,48.61,53.49,0,29,1,410,0,50.09,Sin conexión,Lluvias,0.21,0.13,ALTA
Cesar,González,Caribe,Campesina,374,337,47,39,10,12,60.87,79.75,Difícil,Limitado,1,1,0,72.45,82.78,2,27,0,75,0,32.72,Baja,Lluvias,0.32,0.23,ALTA
Casanare,Nunchía,Orinoquía,Indígena,356,382,32,37,5,19,48.22,84.47,Regular,Terrestre,0,0,0,63.56,81.34,1,27,1,276,1,29.57,Sin conexión,Transición,0.39,0.0,CRÍTICA
Cundinamarca,Medina,Andina,Rural dispersa,3074,645,64,80,31,14,18.73,30.44,Regular,Limitado,1,0,1,68.01,67.72,2,25,0,143,0,35.35,Baja,Lluvias,0.22,0.54,MEDIA
Cauca,Buenos Aires,Andina,Rural dispersa,1582,409,34,34,18,26,42.54,60.19,Regular,Terrestre + 4x4,0,0,0,84.68,67.03,2,19,0,12,2,23.67,Baja,Transición,0.19,0.37,MEDIA
Boyacá,Cerinza,Andina,Rural,2337,585,80,86,20,22,58.53,124.0,Muy difícil,Terrestre,1,0,0,79.29,55.3,3,39,0,683,2,17.5,Buena,Transición,0.33,0.62,CRÍTICA
Valle del Cauca,Argelia,Andina,Campesina,1351,183,21,22,6,3,35.09,104.97,Difícil,Limitado,1,0,0,83.78,67.87,1,25,0,76,0,41.82,Buena,Lluvias,0.38,0.39,MEDIA
Tolima,Murillo,Andina,Rural dispersa,710,530,116,29,9,34,116.11,155.4,Muy difícil,Terrestre,0,0,0,64.21,60.75,2,49,0,9,1,41.69,Regular,Seca,0.36,0.52,ALTA
Boyacá,Tuta,Andina,Rural,2823,286,48,27,6,22,6.22,23.69,Regular,Limitado,0,1,0,74.15,91.52,1,20,0,43,3,47.59,Baja,Transición,0.14,0.63,BAJA
Risaralda,Apía,Andina,Campesina,1391,861,169,58,21,38,25.8,28.56,Bueno,Limitado,0,0,0,73.0,72.63,1,76,0,66,4,44.92,Regular,Transición,0.2,0.41,MEDIA
Córdoba,Canalete,Caribe,Rural dispersa,62,266,57,27,10,8,79.81,239.79,Muy difícil,Limitado,1,1,0,89.95,68.08,0,12,1,91,0,38.78,Baja,Seca,0.53,0.3,ALTA
Meta,La Macarena,Orinoquía,Rural dispersa,420,173,16,23,6,10,19.4,32.03,Regular,Fluvial + Terrestre,0,0,0,78.5,43.4,0,23,0,116,1,29.55,Baja,Lluvias,0.5,0.16,MEDIA
Tolima,Herveo,Andina,Rural dispersa,679,303,44,52,4,3,42.42,47.85,Difícil,Limitado,1,0,0,78.25,55.63,1,44,0,143,3,41.08,Baja,Lluvias,0.41,0.46,ALTA
Cauca,Jambaló,Andina,Indígena,1406,603,86,36,6,24,6.52,12.51,Bueno,Terrestre + 4x4,0,0,0,54.49,82.0,2,81,0,128,3,57.75,Regular,Lluvias,0.23,0.55,MEDIA
Caldas,Supía,Andina,Indígena,1952,717,95,78,19,22,14.18,18.19,Regular,No disponible,1,0,1,89.01,98.0,1,30,0,632,3,28.77,Regular,Lluvias,0.35,0.47,MEDIA
Nariño,Guachucal,Andina,Indígena,2199,271,29,45,2,12,62.44,110.25,Difícil,Terrestre,0,0,0,80.02,58.87,0,21,0,200,1,48.03,Buena,Lluvias,0.12,0.6,CRÍTICA
Sucre,San Marcos,Caribe,Rural dispersa,187,282,53,18,4,5,21.75,25.4,Regular,Terrestre,0,0,0,83.08,84.36,1,16,0,17,1,39.47,Sin conexión,Transición,0.44,0.22,MEDIA
Antioquia,San Pedro de Urabá,Andina,Rural,1741,946,146,126,23,32,15.39,20.77,Regular,Terrestre,1,1,1,64.38,76.26,3,96,0,533,0,37.56,Buena,Seca,0.25,0.4,ALTA
Meta,San Juanito,Orinoquía,Afrodescendiente,436,915,160,125,27,9,10.64,24.85,Bueno,Terrestre + 4x4,1,0,1,65.33,42.79,1,135,0,48,3,60.68,Baja,Transición,0.32,0.25,MEDIA
Cesar,Pelaya,Caribe,Rural dispersa,287,167,26,13,7,2,37.31,69.54,Regular,Terrestre,0,0,0,74.45,65.01,0,15,0,23,2,34.6,Baja,Seca,0.27,0.31,MEDIA
Antioquia,Ituango,Andina,Indígena,2001,1420,262,168,26,32,69.5,106.03,Bueno,Terrestre,0,0,0,89.71,55.37,4,219,0,144,1,20.26,Regular,Seca,0.2,0.48,CRÍTICA
Chocó,Medio Atrato,Pacífica,Afrodescendiente,147,546,72,95,22,5,37.74,96.95,Regular,Fluvial,0,0,0,90.37,31.25,0,32,0,140,2,15.03,Regular,Seca,0.57,0.6,ALTA
Boyacá,Coper,Andina,Campesina,2490,584,96,102,28,12,15.81,22.39,Regular,Motocicleta,0,0,0,66.61,78.69,0,61,0,168,1,19.66,Regular,Transición,0.17,0.69,MEDIA
Cundinamarca,Guayabetal,Andina,Rural dispersa,3074,1216,115,140,27,75,40.78,87.5,Regular,Terrestre,0,0,0,98.0,68.66,1,105,0,68,1,17.02,Buena,Seca,0.11,0.41,ALTA
Huila,Neiva,Andina,Rural dispersa,1179,245,42,33,8,8,54.65,86.17,Difícil,Limitado,0,0,0,78.54,62.72,0,36,0,76,0,49.93,Buena,Transición,0.16,0.41,ALTA
Chocó,Bahía Solano,Pacífica,Afrodescendiente,143,127,20,7,5,8,24.25,99.06,Bueno,Fluvial + Terrestre,1,1,0,53.78,57.41,0,13,1,33,6,40.42,Sin conexión,Transición,0.56,0.34,MEDIA
Caquetá,Milán,Amazonía,Indígena,478,296,40,28,4,22,10.58,38.18,Regular,No disponible,1,0,1,60.2,84.89,2,34,0,66,2,27.08,Baja,Seca,0.38,0.31,MEDIA
Norte de Santander,Labateca,Andina,Campesina,1899,88,12,7,2,6,26.98,31.58,Regular,No disponible,0,0,0,71.8,88.85,0,14,0,123,1,10.91,Regular,Lluvias,0.32,0.42,MEDIA
Nariño,Santacruz,Andina,Rural dispersa,2302,100,8,14,1,3,21.76,41.83,Bueno,Terrestre,0,1,0,81.88,58.28,0,8,0,73,1,28.56,Buena,Lluvias,0.2,0.53,MEDIA
Quindío,Calarcá,Andina,Rural,1421,367,49,47,6,3,24.0,43.72,Regular,Terrestre,0,0,0,88.61,90.22,0,42,0,21,2,68.71,Sin conexión,Seca,0.23,0.55,MEDIA
Cauca,La Sierra,Andina,Afrodescendiente,1592,775,147,48,37,12,5.04,6.0,Difícil,No disponible,1,1,1,65.57,70.03,1,67,0,156,0,60.56,Regular,Seca,0.34,0.69,MEDIA
Caldas,Neira,Andina,Campesina,1636,358,48,40,8,10,33.49,71.45,Bueno,Terrestre,0,1,0,79.01,69.31,1,39,0,47,0,27.95,Regular,Lluvias,0.42,0.54,MEDIA
Cundinamarca,San Francisco,Andina,Rural,1980,616,92,75,17,24,14.07,17.07,Bueno,Fluvial,1,0,0,67.85,82.56,1,74,0,248,2,43.43,Baja,Transición,0.16,0.47,MEDIA
Boyacá,Mongua,Andina,Campesina,2269,285,40,20,13,18,23.55,46.05,Difícil,Limitado,0,1,0,90.12,98.0,0,33,0,49,3,49.93,Regular,Transición,0.23,0.55,BAJA
Bolívar,Hatillo de Loba,Caribe,Afrodescendiente,0,305,35,45,4,18,8.05,23.88,Difícil,Limitado,1,1,1,78.07,67.76,2,43,0,137,2,33.71,Regular,Lluvias,0.54,0.25,MEDIA
Tolima,Natagaima,Andina,Rural dispersa,653,507,103,58,11,30,35.79,74.19,Regular,Terrestre,1,1,0,88.37,52.58,0,25,0,162,2,10.11,Regular,Lluvias,0.41,0.5,ALTA
Meta,Fuente de Oro,Orinoquía,Rural dispersa,332,298,27,18,6,7,11.76,33.1,Regular,No disponible,1,0,1,57.3,61.47,0,44,0,189,3,36.88,Sin conexión,Seca,0.27,0.09,MEDIA
Huila,Elías,Andina,Rural dispersa,590,621,58,50,19,24,15.72,24.76,Regular,Limitado,0,0,0,80.91,95.08,1,83,0,60,1,20.78,Sin conexión,Transición,0.41,0.46,BAJA
Nariño,Sandoná,Andina,Indígena,2368,78,9,9,3,4,31.38,54.11,Difícil,No disponible,0,0,0,61.41,80.36,0,10,0,272,0,22.79,Regular,Transición,0.34,0.45,ALTA
Tolima,Honda,Andina,Rural,863,227,20,15,2,15,14.59,36.01,Bueno,Limitado,1,1,1,78.35,50.61,1,12,0,290,2,22.51,Buena,Seca,0.34,0.44,BAJA
Córdoba,Momil,Caribe,Campesina,60,201,43,10,4,6,9.79,14.88,Bueno,Terrestre,1,0,1,68.91,60.17,0,13,0,142,4,34.16,Baja,Seca,0.44,0.31,BAJA
Magdalena,El Piñón,Caribe,Rural,161,166,36,29,2,11,29.34,36.11,Regular,Limitado,1,0,0,73.59,74.79,0,8,0,4,1,28.34,Regular,Lluvias,0.48,0.38,MEDIA
Antioquia,Cañasgordas,Andina,Rural dispersa,1793,239,48,19,2,18,157.99,185.35,Regular,Terrestre,0,0,0,56.3,72.0,1,36,0,148,1,52.7,Buena,Transición,0.27,0.53,ALTA
Cundinamarca,Chocontá,Andina,Rural dispersa,2443,611,73,32,29,34,50.53,67.07,Bueno,Limitado,0,0,0,68.23,60.26,1,56,0,104,1,27.66,Baja,Lluvias,0.25,0.31,ALTA
Boyacá,Tibasosa,Andina,Rural,3004,819,120,123,8,29,25.18,42.15,Difícil,Limitado,0,0,0,69.85,51.32,1,93,0,233,1,56.62,Baja,Seca,0.19,0.47,CRÍTICA
Putumayo,Puerto Leguízamo,Amazonía,Indígena,1078,304,63,48,7,3,33.06,135.71,Bueno,Fluvial,1,0,0,66.47,66.22,0,51,0,277,1,52.67,Baja,Transición,0.26,0.44,ALTA
Valle del Cauca,El Cerrito,Andina,Rural,1468,720,81,50,12,33,13.15,17.11,Regular,Terrestre + 4x4,1,1,1,83.53,55.27,0,30,1,133,1,42.92,Buena,Transición,0.23,0.39,MEDIA
Antioquia,San Vicente,Andina,Rural dispersa,1810,97,16,16,4,5,19.79,24.44,Regular,Terrestre + 4x4,0,1,0,87.84,79.41,1,11,0,730,0,49.86,Baja,Seca,0.22,0.47,ALTA
Nariño,Los Andes,Andina,Campesina,2284,331,59,51,13,10,38.62,50.76,Bueno,Terrestre + 4x4,1,1,0,79.74,70.89,0,45,0,578,1,30.55,Baja,Lluvias,0.18,0.49,ALTA
Caquetá,Milán,Amazonía,Indígena,352,357,71,60,14,10,42.86,99.32,Difícil,No disponible,0,0,0,68.38,31.85,0,53,0,103,1,25.93,Sin conexión,Lluvias,0.32,0.26,ALTA
Tolima,Venadillo,Andina,Rural dispersa,884,323,36,28,11,21,30.94,89.2,Difícil,No disponible,0,1,0,90.97,50.44,0,13,1,377,0,42.25,Baja,Lluvias,0.31,0.55,ALTA
Casanare,Orocué,Orinoquía,Indígena,283,65,5,4,1,1,41.5,85.33,Muy difícil,Terrestre + 4x4,0,0,0,78.7,89.83,2,5,0,55,1,32.44,Baja,Lluvias,0.35,0.06,MEDIA
Santander,Encino,Andina,Rural,1681,698,137,94,33,23,16.8,22.27,Regular,Terrestre,0,0,1,70.42,90.54,1,47,1,74,0,35.06,Regular,Transición,0.27,0.59,MEDIA
Guainía,Inírida,Amazonía,Rural,184,129,27,11,2,8,65.89,157.6,Muy difícil,Fluvial,1,1,0,67.78,65.34,0,13,0,355,2,38.67,Baja,Lluvias,0.61,0.22,CRÍTICA
Caldas,Samaná,Andina,Campesina,2239,93,15,10,1,3,25.57,34.64,Regular,Terrestre,1,0,0,84.96,86.92,3,14,0,154,0,60.19,Baja,Seca,0.4,0.48,ALTA
Boyacá,Soracá,Andina,Campesina,3175,107,10,15,1,6,14.58,16.11,Regular,Terrestre + 4x4,1,1,1,78.53,67.78,1,6,0,5,3,33.95,Regular,Lluvias,0.18,0.47,BAJA
Bolívar,El Peñón,Caribe,Afrodescendiente,40,115,13,15,3,4,13.95,31.78,Regular,Terrestre,1,0,1,69.45,74.69,0,9,0,35,0,28.03,Baja,Transición,0.41,0.25,BAJA
Norte de Santander,Teorama,Andina,Indígena,1194,293,55,49,13,4,1.14,1.89,Difícil,Limitado,0,0,1,75.43,70.56,0,48,0,259,2,54.79,Regular,Seca,0.25,0.41,MEDIA
Antioquia,Sonsón,Andina,Rural,1530,203,41,10,4,2,39.91,63.27,Difícil,No disponible,0,0,0,56.45,91.71,0,36,0,444,0,38.73,Baja,Transición,0.23,0.55,ALTA
Meta,San Juan de Arama,Orinoquía,Afrodescendiente,459,368,41,42,12,18,82.72,168.38,Difícil,No disponible,0,1,0,66.7,41.04,0,27,0,409,0,52.38,Baja,Lluvias,0.23,0.07,CRÍTICA
Valle del Cauca,Calima,Andina,Campesina,1613,101,14,14,2,3,12.87,22.14,Regular,Terrestre,1,0,0,87.6,76.77,1,7,0,630,4,14.11,Baja,Seca,0.42,0.36,MEDIA
Cundinamarca,Anapoima,Andina,Rural,3063,248,33,15,7,4,21.0,32.81,Difícil,Terrestre,1,1,0,85.27,48.32,1,34,1,278,1,63.12,Regular,Lluvias,0.22,0.3,ALTA
Caldas,Risaralda,Andina,Rural dispersa,2466,95,14,11,3,3,6.59,9.08,Regular,Terrestre,1,0,1,66.56,56.95,0,11,0,150,2,31.66,Baja,Seca,0.23,0.42,BAJA
